project_npv_usd,equity_npv_usd,project_irr_pct,equity_irr_pct,project_payback_years,equity_payback_years,min_dscr,equity_invested_usd,capex_usd,lcoe_usd_per_mwh
36291603.68556856,38326706.36225226,22.690452123060822,38.417539512738585,4.966889455029385,3.3501840167097603,1.800824522834202,8847000.0,29490000.0,63.79139905318445
